ReportId,RepCode,Name - Native,Name - English,Dir,PPA_Cutoff,Top_Cutoff,Type,Restrictions?,Region,SubRegionID,Country,NewCode,Keywords,Name_Native_Letter,Name_Native_Companies,Name_Native_Industry,Name_Native_Descriptive,Sect_Primary,Sect_Secondary,UK_Assoc1 to 20,PW_Assoc1 to 20,FR_Assoc1 to 20,IT_Assoc1 to 20,SP_Assoc1 to 20,NO_Assoc1 to 20,GE_Assoc1 to 20,RU_Assoc1 to 20,MultiCountry,Date_Last_Edited,Marketing_Description_Native,Marketing_Description_English,Report_Definition_Native,Report_Definition_English,Top3_1,Top3_2,Top3_3,Top20_1,Top20_2,Top20_3,Top20_4,Top20_5,Top20_6,Top20_7,Top20_8,Top20_9,Top20_10,Top20_11,Top20_12,Top20_13,Top20_14,Top20_15,Top20_16,Top20_17,Top20_18,Top20_19,Top20_20,AT_Assoc1 to 20
26902,FLA1,,Accountants,E:\FLA1\,2000,100,Normal,True,1,,,UKFINSEM69A,accountants;accountant;accountancy;tax;chartered accountants;vat;payroll;audit;trusts,UK,Accountants,,,Fina,Acco,,,,,,,,,,17/10/2022 12:38:00,,companies providing accountancy services,,someone who keeps or examines the records of money received; paid; and owed by a company or person,,,,,,,,,,,,,,,,,,,,,,,,,
1480,SV87,,Accounting & Finance Recruitment,E:\Finacc\,1000,50,Normal,True,1,8,1,UKSERREN41B,recruitment;finance jobs;treasury;banking;london;financial services;finance recruitment;jobs;accountancy jobs;finance manager,UK,Accountancy & Finance Recruitment companies,,,Fina,Acco,FL11;SV30,RECR,,,,,,,,14/08/2020 11:36:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,CO31,,Accounting Software,E:\Accsoft\,1000,100,Normal,True,1,8,1,UKINFSON37B,software;support;sage;accounting;it support;business;microsoft;computer;hardware;accounts,UK,Accounting Software companies,,,Info,Soft,,,,,,,,,,12/06/2020 12:04:03,,companies developing and supplying software for book keepers and accountants,,computer program that assists bookkeepers and accountants in recording and reporting a firm's financial transactions.,,,,9912,,,,,,,,,,,,,,,,,,,,,
463,EG16,,Acoustic & Noise Control Products,E:\Acopro\,1000,100,Normal,True,1,8,1,UKENGMAM2A,acoustic;uk;thermal;insulation;noise;products;industrial;construction;noise control;protection,UK,Acoustic & Noise Control Products,,,Buil,Heat,,,,,,,,,,28/08/2024 12:15:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,EL84,,Acoustic Consultants,E:\Acousti\,1000,70,Normal,True,1,8,1,UKELESUM1A,acoustic;acoustics;consultancy;consultants;sound;noise control;noise;soundproofing;acoustic consultants;consultants,UK,Acoustic Consultants,,,Buil,Heat,,,,,,,,,,21/10/2019 14:23:28,,companies providing acoustics; noise and vibrations services; such as noise surveys; noise assessments and acoustic design advice for buildings and rooms.,,Acoustical engineering (also known as acoustic engineering) is the branch of engineering dealing with sound and vibration. It is the application of acoustics; the science of sound and vibration; in technology. Acoustical engineers are typically concerned with the design; analysis and control of sound.,,,,,,,,,,,,,,,,,,,,,,,,,
461,EG13,,Acoustic Engineers,E:\Acousen\,1000,50,Normal,True,1,8,1,UKENGSUM1A,noise;acoustic;sound;acoustics;noise control;sound proofing;uk;design;acoustic panels;vibration,UK,Acoustic Engineers,,,Buil,Heat,,,,,,,,,,07/04/2016 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,SV67,,Actuaries,E:\Actuary\,1000,100,Normal,True,1,8,1,UKFINSEM1A,actuary;business intelligence;foreign exchange;pension software;international payments;pension;pensions;actuaries;employee benefits;pension outsourcing;risk;insurance,UK,Actuaries,,,Fina,Fina,,,,,,,,,,08/08/2019 14:31:57,,companies providing actuarial services,,An actuary is a business professional who deals with the measurement and management of risk and uncertainty  The name of the corresponding profession is actuarial science. These risks can affect both sides of the balance sheet; and require asset management; liability management; and valuation skills (BeAnActuary 2011b). Actuaries provide assessments of financial security systems; with a focus on their complexity; their mathematics; and their mechanisms,758,770,745,739,12692,777,16168,18084,13674,6113,,,,,,,,,,,,,,,
58,CI05,,Adhesives & Tapes,E:\Adhesive\,1000,45,Normal,True,1,8,1,UKCHECHM2A,adhesive;adhesives;sealants;labels;packaging;silicone;marking;construction;glue;chemical;rubber;resin;industrial tape;tapes;duct tape;pvc tape;scrim tape;sleeper tape;envelope tapes;,UK,Adhesive & Tape companies,,,Chem,Chem,,,,,,,,,,07/11/2024 11:47:38,,companies manufacturing and supplying all types of adhesives and industrial tapes,,An adhesive is any substance applied to the surfaces of materials that binds them together and resists separation. The report includes manufacturers and supplies of various types of adhesives including glues and industrial tapes and sealants. The report should not include printers of labels.,64,14693,1272,1250,1260,862,211,203,217,816,832,109,82,111,505,810,4361,4797,16568,5916,9356,9899,98,,
26723,CIAD,,Adhesives & Tapes Distributors,E:\CIAT\,300,50,Normal,True,1,,,UKCHEPSM61A,adhesive;tape;distribut;sealant,UK,Adhesives & Tapes Distributors,,,Chem,Supp,,,,,,,,,,13/07/2022 15:49:56,,companies distributing and supplying adhesives and tapes,,a strip of paper or plastic coated with adhesive and sold in a roll; used to stick things together.,,,,,,,,,,,,,,,,,,,,,,,,,
29328,SVA0,,Adoption Agencies,E:\SVA0\,200,50,Normal,True,1,,,UKSEREDM65A,adoption.foster;children;care;residential,UK,Adoption companies,,,Educ,Serv,,,,,,,,,,31/07/2024 15:29:17,,companies providing adoption services for children,,The act where an adult formally becomes the guardian of a child and incurs the rights and obligations of a parent.,,,,,,,,,,,,,,,,,,,,,,,,,
12658,NT00,,Adult Products,E:\Adult\,1000,50,Normal,True,1,8,1,UKLEIEQM1A,adult;toys;lingerie;ann summers;men;women;sex;shops;erotic,UK,Adult Products companies,,,Clot,Supp,,,,,,,,,,11/11/2014 00:00:00,,,,,300,286,,294,288,297,,,,,,,,,,,,,,,,,,,
991,HP77,,Adventure Travel,E:\Advtour\,1000,50,Normal,True,1,8,1,UKHOSTRN49B,holidays;adventure;peru;adventure holidays;costa rica;tours;tanzania;ecuador;travel;africa,UK,Adventure Travel companies,,,Leis,Trav,HP70;HP80,TRAV,,,,,,,,14/03/2019 12:17:53,,,,,,,,9702,,,,,,,,,,,,,,,,,,,,,
1054,MI10,,Advertising & Creative Agencies,E:\Advert\,1500,50,Normal,True,1,8,1,UKMEDCMM1A,advertising;marketing;design;agency;digital;web design;creative;media;london;agencies,UK,Advertising & Creative Agencies,,,Medi,Mark,,,,,,,,,,12/08/2024 13:59:36,,companies creating; planning and handling of advertising; marketing and design,,An advertising agency is a professional services firm; generally hired to conceive; produce and manage the showing of commercial messages (radio; TV; outdoor; print; Internet; etc.) as well as provide marketing and merchandising advice and general business and promotional counsel regarding the goods or services,1076,1058,1072,1091,1606,1604,1221,1100,1078,178,976,355,1607,1291,1095,10202,1053,1096,4798,5917,9358,9862,13581,,
563,EL38,,Aerial & Satellite Installation,E:\Aerial\,1000,100,Normal,True,1,8,1,UKELESUM2A,satellite;aerial;sky;tv;aerials;freesat;freeview;tv aerials;digital;sky digital,UK,Aerial & Satellite Installation companies,,,Elec,Tele,EL73;EL32,MD07W,,,,,,,,14/08/2015 00:00:00,,companies installing TV aerials and Satellite equipment,,A television antenna; or TV aerial; is an antenna specifically designed for the reception of over-the-air broadcast television signals; which are transmitted at frequencies from about 41 to 250 MHz in the VHF band; and 470 to 960 MHz in the UHF band in different countries.,,,,,,,,,,,,,,,,,,,,,,,,,
24435,AP02,,Aerial Surveying,E:\AP02\,200,50,Normal,True,1,,,UKCONTCM94A,aerial;photography;mapping;drone;survey;imagery;suave,UK,Aerial Surveying companies,,,Buil,Serv,,,,,,,,,,29/01/2021 13:52:42,,companies providing aerial photography; mapping and drone services,,the taking of photographs from an aircraft or other ... Under the terms of the Act; a model aircraft is defined as &quot;an unmanned aircraft&quot; that is &quot;(1) capable of sustained flight in the atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,
57,CI04,,Aerosols,E:\Aerosol\,1000,50,Normal,True,1,8,1,UKCHECHM3A,aerosols;aerosol;aerosol products;uk;cleaners;private label;aerosol packaging;lubricants;aerosol filling;industrial aerosols,UK,Aerosols companies,,,Chem,Chem,HC07;CI62,BEAU,,,,,,,,08/04/2016 15:41:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,EG05,,Aerospace,E:\Aerospac\,1000,60,Normal,True,1,8,1,UKENGMAM3A,aerospace;aircraft;engineering;aviation;avionics;military;space;spacecraft;aeroplane;precision;boeing;airbus;defence;security;bae;electronics;cyber,UK,Aerospace companies,,,Aero,Aero,,,,,,,,,,25/02/2022 12:08:56,,companies manufacturing; researching; designing and operating of aircraft and spacecraft for commercial and military,,Aerospace is the human effort in science; engineering and business to fly in the atmosphere of Earth (aeronautics) and surrounding space (astronautics). Aerospace organisations research; design; manufacture; operate; or maintain aircraft and/or spacecraft. Aerospace activity is very diverse; with a multitude of commercial; industrial and military applications.,455,541,16717,1333,1225,1526,459,1108,539,1112,500,570,1446,1496,490,10203,4810,18415,5921,16834,4845,13582,3973,,
455,EG04,,Aerospace Engineering,E:\Aeroeng\,220,70,Normal,True,1,8,1,UKENGMAN3B,aerospace;automotive;engineering;precision engineering;marine;design;medical;aircraft;precision machining,UK,Aerospace Engineering companies,,,Aero,Aero,,,,,,,,,,14/09/2018 16:56:56,,,,Aerospace engineering is the primary field of engineering concerned with the development of aircraft and spacecraft. It has two major and overlapping branches: aeronautical engineering and astronautical engineering. Avionics engineering is similar; but deals with the electronics side of aerospace engineering.,456,454,500,3973,457,473,459,,,,,,,,,,,,,,,,,,
5,AA13,,Agri-Chemical Distributors,E:\Agchdis\,1000,30,Normal,True,1,8,1,UKCHECHM4A,agricultural;agri;agriculture;chemical;crop;spraying;agro;Herbicides;Insecticides;Fungicides;pesticides,UK,Agri-Chemical Distributors,,,Agri,Supp,,,,,,,,,,12/04/2019 11:34:54,,companies distributing agricultural chemicals,,An agricultural chemical is an agricultural compound that is applied directly to or on plants for one or more of the purposes listed in the Agricultural Compounds and Veterinary Medicines,4,67,64,22,34,43,7,4804,10207,10340,4806,5056,9,,,,,,,,,,,,
14688,AA16,,Agricultural & Amenity Contractors,E:\Agcont\,1000,35,Normal,True,1,8,1,UKAGRSEM6A,agricultural contractors;agri contractor;agricultural contracting;contract farming;amenity,UK,Agricultural & Amenity Contractors companies,,,Agri,Serv,,,,,,,,,,20/01/2016 00:00:00,,companies providing contract farming services,,Contract farming involves agricultural production being carried out on the basis of an agreement between the buyer and farm producers. Sometimes it involves the buyer specifying the quality required and the price; with the farmer agreeing to deliver at a future date. More commonly; however; contracts outline conditions for the production of farm products and for their delivery to the buyer’s premises,,,,4829,,,,,,,,,,,,,,,,,,,,,
24424,AGB3,,Agricultural Buildings,E:\AGB3\,200,50,Normal,True,1,,,UKCONBCM61A,agricultural;construction;buildings;farm;stable;industrial,UK,Agricultural Buildings,,,Buil,Mana,,,,,,,,,,26/01/2021 15:14:56,,companies building; supplying and installing all types of agricultural buildings,,any dwelling or other building on that land occupied for the purpose of farming the land by the person who occupies the unit; or. (b) any dwelling on that land occupied by a farmworker,,,,,,,,,,,,,,,,,,,,,,,,,
1412,SV15,,Agricultural Contract Research,E:\Contr\,1000,25,Normal,True,1,8,1,UKAGRSEM2A,research;plant pathology;climate change;drugs;sequani ltd;consultancy;arts;courses;medicine;weed control,UK,Agricultural Contract Research companies,,,cons,Spec,AA10;AA20,HE20W,,,,,,,,10/02/2016 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AA20,,Agricultural Machinery,E:\Agrimach\,1100,50,Normal,True,1,8,1,UKAGREPM3A,agriculture;agriculture machinery; agri-machinery dealers; agri-machinery manufacturers; agri-machinery; tractors;machinery;tractor;agricultural;equipment;trailers; parts;agricultural machinery;farm machinery; balers; sprayers; cnh; agco; new holland; farming,UK,Agricultural Machinery companies,,,Agri,Mach,,,,,,,,,,21/05/2025 14:08:28,,companies manufacturing agricultural machinery; dealers and part distributors,,companies manufacturing agricultural machinery; dealers and part distributors,14688,12659,237,32,1555,382,9,667,345,1556,10208,14975,10207,14690,1524,353,383,14706,8,1541,732,,,,
12659,AA24,,Agricultural Machinery Dealers,E:\Agmacde\,1000,30,Normal,True,1,8,1,UKAGREPM1A,agriculture;agriculture machinery dealers; tractors;tractor;agricultural;equipment;agronomy;parts;farm;trailers;machinery;consultants;farming; machines; secondhand machinery; farm machinery,UK,Agricultural Machinery Dealers,,,Agri,Supp,,,,,,,,,,16/05/2025 13:35:59,,companies selling new and used farm machinery,,Agricultural machinery is machinery used in farming or other agriculture,8,7,32,14975,4803,4804,4805,10207,10208,5923,9362,9363,9867,9868,13689,14688,107,1167,14690,345,1363,383,237,,
8,AA21,,Agricultural Machinery Importers,E:\Agmachex\,1000,100,Normal,True,1,8,1,UKAGREPN3B,sprayers;ploughs;tractors;agriculture;balers;fendt;shredders;alpine tractors;challenger;front loaders;farming,UK,Agri-Machinery Importing companies,,,Agri,Mach,AA20;AA83,AGMA,,,,,,,,05/11/2012 00:00:00,,,,,7,12659,10208,9,14975,32,4804,4805,5053,5923,9362,9363,9867,9868,13689,10207,1372,1363,1361,353,345,237,14688,,
9,AA22,,Agricultural Merchants,E:\Agrimerc\,500,50,Normal,True,1,8,1,UKAGREPM4A,agriculture;livestock;farming;farm;seeds;dairy;animal feed;horse;feed;fertiliser;grain;agribusiness;agri;business;crop;molasses;malt;coop;co-op;countrystore;supplies;farming,UK,Agricultural Supplies companies,,,Agri,Supp,,,,,,,,,,31/07/2025 16:43:38,,companies manufacturing and supplying agricultural supplies,,An agricultural supply store or agrocenter is an agriculturally-oriented shop where one sells agricultural supplies -- inputs required for agricultural production such as pesticides; feed and fertilizers . Sometimes these stores are organized as cooperatives; where store customers aggregate their resources to purchase agricultural inputs. Agricultural supply and the stores that provide it are part of the larger Agribusiness industry.,21,22,1,14,7,20,4,5,34,12677,18,10204,18055,14688,4867,5056,10373,10340,6232,6053,11,9468,13705,,
26777,ENAG,,Air & Ground Source Heat Pumps,E:\ENAG\,300,20,Normal,True,1,,,UKENEPDM182A,air;ground;source;heat;pump;renewable;water;efficient,UK,Air & Ground Source Heat Pumps,,,Ener,Ener,,,,,,,,,,15/08/2022 16:24:14,,companies manufacturing and installing air and ground source heat pumps,,a device that transfers heat from a colder area to a hotter area by using mechanical energy; as in a refrigerator.,,,,,,,,,,,,,,,,,,,,,,,,,
23915,AAS4,,Air Ambulance Services,E:\AAS4\,200,50,Normal,True,1,8,1,UKHEACSM78A,ambulance;medical;air;hospital;health;patient;transport;pts,UK,Air Ambulance companies,,,Heal,HeMe,,,,,,,,,,27/04/2020 14:10:10,,companies providing air ambulance services,,a specially equipped aircraft; typically a helicopter; used to transport sick or injured people to hospital in an emergency.,,,,,,,,,,,,,,,,,,,,,,,,,
1329,SD02,,Air Charter,E:\Airchart\,1000,50,Normal,True,1,8,1,UKTRAAIM2A,aircraft charter;private jet charter;air charter;charter;flights;aircraft;business jet charter;helicopters;executive jet charter;vip charter;aero,UK,Air Charter companies,,,Aero,Tran,,,,,,,,,,24/11/2023 16:44:16,,companies providing private charter and group chartering services,,Air charter is the business of renting an entire aircraft (i.e.; chartering) as opposed to individual aircraft seats (i.e.; purchasing a ticket through a traditional airline). While the airlines specialize in selling transportation by the seat; air charter companies focus on individual private aircraft and itineraries; urgent or time-sensitive cargo; air ambulance service; and other forms of ad hoc air transportation. Some air charter companies offer a large variety of aircraft; such as helicopters and bus,1335,18287,1333,1627,1336,1332,1334,14551,14552,4809,4812,4813,11628,10838,10493,10216,4039,10471,5926,16435,14900,9869,16584,,
26927,EGCD,,Air Compressor Distributors,E:\EGCD\,300,50,Normal,True,1,,,UKENGSPM66A,air;compressor;pump;valve;pneumatic;generator;reseller;tool;,UK,Air Compressor Distributors,,,Engi,Supp,,,,,,,,,,28/10/2022 15:36:31,,companies distributing air compressors,,An air compressor is a pneumatic device that converts power into potential energy stored in pressurized air,,,,,,,,,,,,,,,,,,,,,,,,,
26928,EGCM,,Air Compressor Manufacturing,E:\EGCM\,200,50,Normal,True,1,,,UKENGMAM105A,air;compressor;pump;valve;pneumatic;generator;reseller;tool;,UK,Air Compressor Manufacturing companies,,,Engi,Mana,,,,,,,,,,28/10/2022 15:45:52,,companies manufacturing air compressors,,An air compressor is a pneumatic device that converts power into potential energy stored in pressurized air (i.e.; compressed air).,,,,,,,,,,,,,,,,,,,,,,,,,
26829,EGAC,,Air Compressor Resellers,E:\EGAC\,400,50,Normal,True,1,,,UKENGSPM65A,air;compressor;pump;valve;pneumatic;generator;reseller;tool;,UK,Air Compressor Reselling companies,,,Engi,Supp,,,,,,,,,,09/09/2022 16:06:15,,companies selling and distributing air compressors,,An air compressor is a pneumatic device that converts power into potential energy stored in pressurized air (i.e.; compressed air).,,,,,,,,,,,,,,,,,,,,,,,,,
26929,EGCS,,Air Compressor Suppliers,E:\EGCS\,300,50,Normal,True,1,,,UKENGSPM67A,air;compressor;pump;valve;pneumatic;generator;reseller;tool;,UK,Air Compressor Suppliers,,,Engi,Supp,,,,,,,,,,28/10/2022 16:33:41,,companies supplying air compressors,,An air compressor is a pneumatic device that converts power into potential energy stored in pressurized air (i.e.; compressed air).,,,,,,,,,,,,,,,,,,,,,,,,,
452,EG01,,Air Compressors,E:\Aircomp\,1000,100,Normal,True,1,8,1,UKENGSPM4A,compressors;compressor;compressed air;air compressors;air compressor;filters;air;compressed;pneumatic;vacuum;tool,UK,Air Compressor companies,,,Buil,Heat,,,,,,,,,,16/04/2024 14:16:31,,companies manufacturing; supplying and hiring of compressed air equipment,,An air compressor is a device that converts power (using an electric motor; diesel or gasoline engine; etc.) into potential energy stored in pressurized air (i.e.; compressed air). By one of several methods; an air compressor forces more and more air into a storage tank; increasing the pressure.,485,504,1242,237,544,511,425,260,1228,638,491,505,1141,456,1225,474,10211,6083,16229,13623,5366,10497,9851,,
715,FI75,,Air Conditioning & Refrigeration Contractors,E:\Aircontr\,1500,50,Normal,True,1,8,1,UKENGSUM5A,refrigeration;air conditioning/ventilation/cold air/hot air/air cooling/chillers/fridges/freezers.hvac (heating;ventilation & air conditioning);air cooling;split/muti-split/multi v 5/rac (refrigeration & air conditioning)/scac (single commercial air control).installation;maintenance/repair.ventilation ductwork.air conditioning in buildings & houses.bms (building management system)/bems (building energy management systems)/critical systems/mechanical engineering/cooling systems.air conditioning contractors.air-conditioning systems;gas chillers.,UK,Air Conditioning & Refrigeration Contractors,,,Buil,Heat,,,,,,,,,,19/01/2024 16:38:22,,companies installing and maintaining air conditioning and refrigeration systems inside buildings & homes.,,air-conditioning and refrigeration contractors providing national installation; service and maintenance at a regional level.,201,420,713,493,278,204,12675,260,220,4808,4807,19504,5924,5925,948,,,,,,,,,,
201,CS18,,Air Conditioning Equipment,E:\Airconde\,600,25,Normal,True,1,8,1,UKCONPSM87A,air conditioning;heating;ventilation;hvac;refrigeration;cooling;air;maintenance;commercial;ahu;air handling,UK,Air Conditioning Equipment companies,,,Buil,Heat,,,,,,,,,,31/01/2019 09:56:44,,companies manufacturing and supplying air conditioning equipment and systems,,An air conditioner is a system or a machine that treats air in a defined; usually enclosed area via a refrigeration cycle in which warm air is removed and replaced with cooler and more humid air. In construction; a complete system of heating; ventilation; and air conditioning is referred to as HVAC.,278,269,,4807,4808,19504,5924,5925,237,260,10107,713,528,575,4229,,,,,,,,,,
29338,CSAM,,Air Conditioning Maintenance,E:\CSAM\,1000,50,Normal,True,1,,,UKCONTCM107A,air condition;cool;maintenance;hvac,UK,Air Conditioning Maintenance companies,,,Buil,Buil,,,,,,,,,,07/08/2024 12:01:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,SD05,,Air Freight,E:\Airfreig\,1000,60,Normal,True,1,8,1,UKTRAAIM1A,logistics;import;export;freight;shipping;cargo;uk;transport;air freight;sea freight,UK,Air Freight companies,,,Aero,Tran,SD26;SD02,AIRF,,,,,,,,29/04/2024 16:21:01,,,,,,,,10471,10353,,,,,,,,,,,,,,,,,,,,
278,CSN8,,Air Handling Units,E:\Airhand\,1000,100,Normal,True,1,8,1,UKCONPSM88A,air conditioning;ventilation;ahu;air handling units;heating;air handling;cooling;air handling unit;heat recovery ventilation;heat recovery,UK,Air Handling Units companies,,,Buil,Heat,,,,,,,,,,30/04/2021 11:02:05,,companies manufacturing and supplying air handling units,,An air handler; or air handling unit (often abbreviated to AHU); is a device used to regulate and circulate air as part of a heating; ventilating; and air-conditioning (HVAC) system.[1] An air handler is usually a large metal box containing a blower; heating or cooling elements; filter racks or chambers; sound attenuators; and dampers.[2] Air handlers usually connect to a ductwork ventilation system that distributes the conditioned air through the building and returns it to the AHU. Sometimes,201,260,12675,363,1228,601,1199,463,1041,491,631,713,715,475,194,237,4808,10282,5925,13698,,,,,
363,CZ23,,Air Purification Equipment,E:\Airpuri\,1000,100,Normal,True,1,8,1,UKCONPSM89A,air;air pollution control;decontamination;systems;abatement systems;pollution;air conditioning;cooling;daikin spares;filtration,UK,Air Purification Equipment companies,,,Buil,Heat,CS05;EG42,IN94W,,,,,,,,06/12/2010 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
